id_estado,estado,indicador,indicador_nombre,año,valor
10,Durango,3108001001,Porcentaje analfabetismo,1910,72.40000000000000000000
10,Durango,3108001001,Porcentaje analfabetismo,1921,63.60000000000000000000
10,Durango,3108001001,Porcentaje analfabetismo,1930,58.30000000000000000000
10,Durango,3108001001,Porcentaje analfabetismo,1940,45.30000000000000000000
10,Durango,3108001001,Porcentaje analfabetismo,1950,31.40000000000000000000
10,Durango,3108001001,Porcentaje analfabetismo,1960,19.90000000000000000000
10,Durango,3108001001,Porcentaje analfabetismo,1970,15.60000000000000000000
10,Durango,3108001001,Porcentaje analfabetismo,1980,9.50000000000000000000
10,Durango,3108001001,Porcentaje analfabetismo,1990,7.00000000000000000000
10,Durango,3108001001,Porcentaje analfabetismo,1995,6.10000000000000000000
10,Durango,3108001001,Porcentaje analfabetismo,2000,5.40000000000000000000
10,Durango,3108001001,Porcentaje analfabetismo,2005,4.80000000000000000000
10,Durango,3108001001,Porcentaje analfabetismo,2010,3.82000000000000000000
10,Durango,3108001001,Porcentaje analfabetismo,2015,3.15382800328400000000
10,Durango,6200205239,Poblacion con educacion basica,2000,628161.00000000000000000000
10,Durango,6200205239,Poblacion con educacion basica,2010,692776.00000000000000000000
10,Durango,6200205241,Poblacion con bachillerato,1990,159203.00000000000000000000
10,Durango,6200205241,Poblacion con bachillerato,2000,328945.00000000000000000000
10,Durango,6200205241,Poblacion con bachillerato,2010,644247.00000000000000000000
10,Durango,6200205242,Poblacion con estudios superiores,1990,36412.00000000000000000000
10,Durango,6200205242,Poblacion con estudios superiores,2000,68957.00000000000000000000
10,Durango,6200205242,Poblacion con estudios superiores,2010,127530.00000000000000000000
10,Durango,6207019020,Porcentaje sin escolaridad,2015,3.35996740000000000000
10,Durango,6207019020,Porcentaje sin escolaridad,2020,2.85168949452367000000
11,Guanajuato,1004000001,Derechohabientes,2000,1580027.00000000000000000000
11,Guanajuato,1004000001,Derechohabientes,2005,2422288.00000000000000000000
11,Guanajuato,1004000001,Derechohabientes,2010,3822471.00000000000000000000
11,Guanajuato,1004000001,Derechohabientes,2020,4874661.00000000000000000000
11,Guanajuato,1005000038,Promedio escolaridad,1995,
11,Guanajuato,1005000038,Promedio escolaridad,2000,6.40000000000000000000
11,Guanajuato,1005000038,Promedio escolaridad,2005,7.20000000000000000000
11,Guanajuato,1005000038,Promedio escolaridad,2010,7.73000000000000000000
11,Guanajuato,1005000038,Promedio escolaridad,2015,8.38185068146182000000
11,Guanajuato,1005000038,Promedio escolaridad,2020,9.04378669807942000000
11,Guanajuato,3108001001,Porcentaje analfabetismo,1910,78.50000000000000000000
11,Guanajuato,3108001001,Porcentaje analfabetismo,1921,77.00000000000000000000
11,Guanajuato,3108001001,Porcentaje analfabetismo,1930,74.90000000000000000000
11,Guanajuato,3108001001,Porcentaje analfabetismo,1940,67.10000000000000000000
11,Guanajuato,3108001001,Porcentaje analfabetismo,1950,55.70000000000000000000
11,Guanajuato,3108001001,Porcentaje analfabetismo,1960,45.20000000000000000000
11,Guanajuato,3108001001,Porcentaje analfabetismo,1970,37.50000000000000000000
11,Guanajuato,3108001001,Porcentaje analfabetismo,1980,24.10000000000000000000
